0:0.08936550491510277
1:0.0
2:0.0
3:0.0
4:0.0
5:0.0
6:0.0
7:0.0
8:0.0
9:0.08936550491510277
10:0.0
11:0.0
12:0.0
13:0.0
14:0.0
15:0.0
16:0.0
17:0.0
18:0.0
19:0.08936550491510277
20:0.0
21:0.0
22:0.0
23:0.0
24:0.0
25:0.0
26:0.0
27:0.0
28:0.08936550491510277
29:0.0
30:0.0
31:0.0
32:0.0
33:0.0
34:0.0
35:0.0
36:0.0
37:0.08936550491510277
38:0.0
39:0.0
40:0.0
41:0.0
42:0.0
43:0.0
44:0.0
45:0.0
46:0.0
47:0.08936550491510277
48:0.0
49:0.0
50:0.0
51:0.0
52:0.0
53:0.0
54:0.0
55:0.0
56:0.08936550491510277
57:0.0
58:0.0
59:0.0
60:0.0
61:0.0
62:0.0
63:0.0
64:0.0
65:0.0
66:0.08936550491510277
67:0.0
68:0.0
69:0.0
70:0.0
71:0.0
72:0.0
73:0.0
74:0.0
75:0.08936550491510277
76:0.0
77:0.0
78:0.0
79:0.0
80:0.0
81:0.0
82:0.0
83:0.0
84:0.08936550491510277
85:0.0
86:0.0
87:0.0
88:0.0
89:0.0
90:0.3574620196604111
91:1.6979445933869526
92:2.4128686327077746
93:7.506702412868632
94:5.004468275245755
95:8.579088471849866
96:5.719392314566577
97:3.485254691689008
98:7.327971403038427
99:49.955317247542446
100:6.076854334226988
101:0.7149240393208222
102:0.2680965147453083
103:0.0
104:0.0
105:0.0
106:0.0
107:0.0
108:0.0
109:0.0
