0:0.08620689655172414
1:0.0
2:0.0
3:0.0
4:0.0
5:0.0
6:0.0
7:0.0
8:0.0
9:0.08620689655172414
10:0.0
11:0.0
12:0.0
13:0.0
14:0.0
15:0.0
16:0.0
17:0.0
18:0.0
19:0.08620689655172414
20:0.0
21:0.0
22:0.0
23:0.0
24:0.0
25:0.0
26:0.0
27:0.0
28:0.08620689655172414
29:0.0
30:0.0
31:0.0
32:0.0
33:0.0
34:0.0
35:0.0
36:0.0
37:0.08620689655172414
38:0.0
39:0.0
40:0.0
41:0.0
42:0.0
43:0.0
44:0.0
45:0.0
46:0.0
47:0.08620689655172414
48:0.0
49:0.0
50:0.0
51:0.0
52:0.0
53:0.0
54:0.0
55:0.0
56:0.08620689655172414
57:0.0
58:0.0
59:0.0
60:0.0
61:0.0
62:0.0
63:0.0
64:0.0
65:0.0
66:0.08620689655172414
67:0.0
68:0.0
69:0.0
70:0.0
71:0.0
72:0.0
73:0.0
74:0.08620689655172414
75:0.08620689655172414
76:0.0
77:0.0
78:0.0
79:0.0
80:0.1724137931034483
81:0.08620689655172414
82:0.1724137931034483
83:0.1724137931034483
84:0.25862068965517243
85:0.25862068965517243
86:0.3448275862068966
87:0.8620689655172413
88:1.206896551724138
89:1.9827586206896552
90:2.586206896551724
91:4.568965517241379
92:7.068965517241379
93:13.448275862068966
94:24.051724137931036
95:18.53448275862069
96:10.517241379310345
97:7.068965517241379
98:2.8448275862068964
99:1.293103448275862
100:1.5517241379310345
101:0.08620689655172414
102:0.0
103:0.0
104:0.0
105:0.0
106:0.0
107:0.0
108:0.0
109:0.0
