0:0.08635578583765112
1:0.0
2:0.0
3:0.0
4:0.0
5:0.0
6:0.0
7:0.0
8:0.0
9:0.08635578583765112
10:0.0
11:0.0
12:0.0
13:0.0
14:0.0
15:0.0
16:0.0
17:0.0
18:0.0
19:0.08635578583765112
20:0.0
21:0.0
22:0.0
23:0.0
24:0.0
25:0.0
26:0.0
27:0.0
28:0.08635578583765112
29:0.0
30:0.0
31:0.0
32:0.0
33:0.0
34:0.0
35:0.0
36:0.0
37:0.08635578583765112
38:0.0
39:0.0
40:0.0
41:0.0
42:0.0
43:0.0
44:0.0
45:0.0
46:0.0
47:0.08635578583765112
48:0.0
49:0.0
50:0.0
51:0.0
52:0.0
53:0.0
54:0.0
55:0.0
56:0.08635578583765112
57:0.0
58:0.0
59:0.0
60:0.0
61:0.0
62:0.0
63:0.0
64:0.0
65:0.0
66:0.08635578583765112
67:0.0
68:0.0
69:0.0
70:0.0
71:0.0
72:0.0
73:0.0
74:0.0
75:0.08635578583765112
76:0.0
77:0.0
78:0.0
79:0.0
80:0.08635578583765112
81:0.08635578583765112
82:0.0
83:0.08635578583765112
84:0.17271157167530224
85:0.25906735751295334
86:0.6044905008635578
87:0.8635578583765112
88:1.0362694300518134
89:1.8134715025906736
90:2.763385146804836
91:3.7996545768566494
92:7.599309153713299
93:12.003454231433507
94:25.561312607944732
95:19.602763385146805
96:11.4853195164076
97:6.390328151986183
98:2.5906735751295336
99:1.2953367875647668
100:0.9499136442141624
101:0.0
102:0.17271157167530224
103:0.0
104:0.0
105:0.0
106:0.0
107:0.0
108:0.0
109:0.0
