0:0.08605851979345955
1:0.0
2:0.0
3:0.0
4:0.0
5:0.0
6:0.0
7:0.0
8:0.0
9:0.08605851979345955
10:0.0
11:0.0
12:0.0
13:0.0
14:0.0
15:0.0
16:0.0
17:0.0
18:0.0
19:0.08605851979345955
20:0.0
21:0.0
22:0.0
23:0.0
24:0.0
25:0.0
26:0.0
27:0.0
28:0.08605851979345955
29:0.0
30:0.0
31:0.0
32:0.0
33:0.0
34:0.0
35:0.0
36:0.0
37:0.08605851979345955
38:0.0
39:0.0
40:0.0
41:0.0
42:0.0
43:0.0
44:0.0
45:0.0
46:0.0
47:0.08605851979345955
48:0.0
49:0.0
50:0.0
51:0.0
52:0.0
53:0.0
54:0.0
55:0.0
56:0.08605851979345955
57:0.0
58:0.0
59:0.0
60:0.0
61:0.0
62:0.0
63:0.0
64:0.0
65:0.0
66:0.08605851979345955
67:0.0
68:0.0
69:0.0
70:0.0
71:0.0
72:0.0
73:0.0
74:0.0
75:0.08605851979345955
76:0.08605851979345955
77:0.0
78:0.08605851979345955
79:0.0
80:0.0
81:0.0
82:0.25817555938037867
83:0.08605851979345955
84:0.3442340791738382
85:0.774526678141136
86:0.6024096385542169
87:0.6884681583476764
88:1.8932874354561102
89:2.0654044750430294
90:2.8399311531841653
91:6.282271944922547
92:7.487091222030981
93:11.876075731497417
94:21.17039586919105
95:16.351118760757316
96:11.703958691910499
97:7.487091222030981
98:3.098106712564544
99:2.5817555938037864
100:0.6024096385542169
101:0.6024096385542169
102:0.1721170395869191
103:0.08605851979345955
104:0.0
105:0.0
106:0.0
107:0.0
108:0.0
109:0.0
