0:0.08620689655172414
1:0.0
2:0.0
3:0.0
4:0.0
5:0.0
6:0.0
7:0.0
8:0.0
9:0.08620689655172414
10:0.0
11:0.0
12:0.0
13:0.0
14:0.0
15:0.0
16:0.0
17:0.0
18:0.0
19:0.08620689655172414
20:0.0
21:0.0
22:0.0
23:0.0
24:0.0
25:0.0
26:0.0
27:0.0
28:0.08620689655172414
29:0.0
30:0.0
31:0.0
32:0.0
33:0.0
34:0.0
35:0.0
36:0.0
37:0.08620689655172414
38:0.0
39:0.0
40:0.0
41:0.0
42:0.0
43:0.0
44:0.0
45:0.0
46:0.0
47:0.08620689655172414
48:0.0
49:0.0
50:0.0
51:0.0
52:0.0
53:0.0
54:0.0
55:0.0
56:0.08620689655172414
57:0.0
58:0.0
59:0.0
60:0.0
61:0.0
62:0.0
63:0.0
64:0.0
65:0.0
66:0.08620689655172414
67:0.0
68:0.0
69:0.0
70:0.0
71:0.0
72:0.0
73:0.0
74:0.0
75:0.08620689655172414
76:0.0
77:0.0
78:0.0
79:0.0
80:0.0
81:0.0
82:0.0
83:0.08620689655172414
84:0.3448275862068966
85:0.43103448275862066
86:0.8620689655172413
87:0.7758620689655172
88:1.4655172413793103
89:2.1551724137931036
90:3.3620689655172415
91:4.568965517241379
92:9.137931034482758
93:11.810344827586206
94:20.948275862068964
95:16.29310344827586
96:12.5
97:6.982758620689655
98:4.137931034482759
99:2.1551724137931036
100:1.0344827586206897
101:0.1724137931034483
102:0.0
103:0.0
104:0.0
105:0.0
106:0.0
107:0.0
108:0.0
109:0.0
